family,paper_ref,construction,generation_model,detector_model,detector,eta,t,block_length,tokens,detected,n_watermarked,tpr_percent,ci_lower_percent,ci_upper_percent
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,,1504,441,500,88.2,85.07680121388806,90.74069917484935
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,1504,1504,417,500,83.4,79.88646838026932,86.40422567689899
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,1504,391,500,78.2,74.3733598415673,81.59662735640116
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,1504,1504,341,500,68.2,63.992500124841676,72.12997388235782
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,,1504,279,500,55.8,51.41915296492833,60.09240468571767
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,2048,2048,488,500,97.6,95.85229425360993,98.6218685344503
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,,2048,476,500,95.2,92.957280316411,96.75347930586469
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,2048,2048,476,500,95.2,92.957280316411,96.75347930586469
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,2048,461,500,92.2,89.51464501266115,94.24186065238385
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,2048,2048,441,500,88.2,85.07680121388806,90.74069917484935
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,,2048,392,500,78.4,74.58371194720326,81.7832255145806
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,2048,2048,361,500,72.2,68.1151400363696,75.94633924713749
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,2048,316,500,63.2,58.8871722496907,67.31154516212433
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,2048,2048,297,500,59.4,55.039706612729155,63.616955786593664
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,2048,251,500,50.2,45.832636322986225,54.564313940829166
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,2048,2048,229,500,45.8,41.481460977485106,50.18258348239194
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,,2048,174,500,34.8,30.755030205694755,39.07674974433644
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,4096,4096,484,500,96.8,94.86551309545582,98.0208486373429
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,4096,475,500,95.0,92.72318388284523,96.59062547561506
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,4096,4096,475,500,95.0,92.72318388284523,96.59062547561506
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,4096,457,500,91.4,88.61601885014426,93.55268575963925
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,4096,4096,447,500,89.4,86.39490699892671,91.80429497270298
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,,4096,422,500,84.4,80.95852451662971,87.31692085961551
